id,name,display_name,production_year,movie_sequel,creative_type,source,production_method,genre,language,board_rating_reason,movie_board_rating_display_name,movie_release_pattern_display_name,total,Category
88770115,"P.S., I Love You","P.S., I Love You",2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,English,for sexual references and brief nudity,PG-13,Wide,146,5
97920115,Resident Evil: Extinction,Resident Evil: Extinction,2007,1,Science Fiction,Based on Game,Live Action,Action,English,for strong horror violence throughout and some nudity,R,Wide,146,5
139230115,I am Number Four,I am Number Four,2010,0,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,English,"for intense sequences of violence and action, and for language.",PG-13,Wide,146,5
69060115,Lincoln,Lincoln,2011,0,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,English,"for an intense scene of war violence, some images of carnage and brief strong language.",PG-13,Limited,145,5
11770115,Beverly Hills Chihuahua,Beverly Hills Chihuahua,2008,0,Fantasy,Original Screenplay,Live Action,Comedy,English,for some mild thematic elements.,PG,Wide,145,5
113970115,Surfs Up,Surf's Up,2007,0,Kids Fiction,Original Screenplay,Digital Animation,Adventure,English,for mild language and some rude humor,PG,Wide,145,5
80720115,Music and Lyrics,Music and Lyrics,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for some sexual content.,PG-13,Wide,145,5
129590115,"Wolf Man, The",The Wolf Man,2010,0,Fantasy,Remake,Live Action,Horror,English,for bloody horror violence and gore,R,Wide,143,5
139630115,New Years Eve,New Year's Eve,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for language including some sexual references.,PG-13,Wide,142,5
137840115,Contagion,Contagion,2011,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for disturbing content and some language.,PG-13,Wide,141,5
142450115,Source Code,Source Code,2010,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some violence including disturbing images, and for language.",PG-13,Wide,141,5
23120115,Cloudy with a Chance of Meatballs,Cloudy with a Chance of Meatballs,2009,0,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Comedy,English,For brief mild language,PG,Wide,140,5
49050115,Guardians of Ga Hoole,Legend of the Guardians: The Owls of Ga'Hoole 3D,2010,0,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,English,for some sequences of scary action.,PG,Wide,140,5
136790115,Three Musketeers 3D The,The Three Musketeers 3D,2010,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,English,for sequences of adventure action violence.,PG-13,Wide,140,5
16540115,Bridge to Terabithia,Bridge to Terabithia,2007,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,English,"for thematic elements including bullying, some peril and mild language.",PG,Wide,137,5
125540115,Wall Street 2: Money Never Sleeps,Wall Street 2: Money Never Sleeps,2010,1,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for brief strong language and thematic elements,PG-13,Wide,137,5
104170115,Seventeen,17 Again,2009,0,Fantasy,Original Screenplay,Live Action,Comedy,English,"for language, some sexual material and teen partying",PG-13,Wide,136,5
139940115,Unknown White Male (2011),Unknown,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some intense sequences of violence and action, and brief sexual content.",PG-13,Wide,136,5
110840115,Stardust,Stardust,2007,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,English,for some fantasy violence and risque humor,PG-13,Wide,136,5
139960115,War Horse,War Horse,2011,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for intense sequences of war violence.,PG-13,Wide,135,5
102160115,Saw IV,Saw IV,2007,1,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for sequences of grisly bloody violence and torture throughout, and for language",R,Wide,135,5
15510115,"Bounty Hunter, The",The Bounty Hunter,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,"for sexual content including suggestive comments, language and some violence",PG-13,Wide,134,5
102190115,Saw VII,Saw 3D,2010,1,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for sequences of grisly bloody violence and torture, and language.",R,Wide,134,5
270115,1408,1408,2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,English,"for thematic material including disturbing sequences of violence and terror, frightening images and language.",PG-13,Wide,131,5
17280115,Bruno,Brüno,2009,0,Contemporary Fiction,Based on TV,Live Action,Comedy,English,"For pervasive strong and crude sexual content, graphic nudity and language",R,Wide,131,5
7650115,Atonement,Atonement,2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for disturbing war images, language and some sexuality",R,Limited,130,5
39830115,"Fighter, The",The Fighter,2010,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for language throughout, drug content, some violence and sexuality.",R,Limited,129,5
41990115,"Forbidden Kingdom, The",The Forbidden Kingdom,2008,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,English,for sequences of martial arts action and some violence,PG-13,Wide,129,5
3610115,Aliens vs. Predator: Requiem,Aliens vs. Predator - Requiem,2007,1,Science Fiction,Original Screenplay,Live Action,Action,English,"for violence, gore and language",R,Wide,129,5
111460115,Step Brothers,Step Brothers,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content, and pervasive language.",R,Wide,128,5
140050115,Woman in Black The,The Woman in Black,2011,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,for thematic material and violence/disturbing images.,PG-13,Wide,128,5
51660115,"Heartbreak Kid, The (2007)",The Heartbreak Kid,2007,0,Contemporary Fiction,Remake,Live Action,Romantic Comedy,English,"for strong sexual content, crude humor, language, and a scene of drug use involving a minor",R,Wide,128,5
62250115,Julie and Julia,Julie & Julia,2009,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,English,for brief strong language and some sensuality,PG-13,Wide,127,5
99310115,Robert Rodriguezs Predators,Predators,2010,1,Science Fiction,Original Screenplay,Live Action,Action,English,"for strong creature violence and gore, and pervasive language.",R,Wide,127,5
67150115,Law Abiding Citizen,Law Abiding Citizen,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"For strong bloody brutal violence and torture, a scene of rape, and pervasive language",R,Wide,126,5
25040115,Coraline,Coraline,2009,0,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,English,"for thematic elements, scary images, some language and suggestive humor",PG,Wide,124,5
59270115,Invictus,Invictus,2009,0,Dramatization,Based on Factual Book/Article,Live Action,Drama,English,For brief strong language,PG-13,Wide,124,5
134940115,"Adjustment Bureau, The",The Adjustment Bureau,2010,0,Science Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for brief strong language, some sexuality and a violent image.",PG-13,Wide,123,5
146980115,Pirates (2012),The Pirates! Band of Misfits,2011,0,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,English,"for mild action, rude humor and some language.",PG,Wide,123,5
156180115,Chronicle,Chronicle,2011,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for intense action and violence, thematic material, some language, sexual content and teen drinking.",PG-13,Wide,122,5
20750115,Charlie Wilsons War,Charlie Wilson's War,2007,0,Dramatization,Based on Factual Book/Article,Live Action,Drama,English,"for strong language, nudity/sexual content and some drug use",R,Wide,120,5
50450115,Happy Feet 2,Happy Feet Two,2011,1,Kids Fiction,Original Screenplay,Digital Animation,Adventure,English,for some rude humor and mild peril.,PG,Wide,120,5
114010115,"Surrogates, The",Surrogates,2009,0,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,English,"For intense sequences of violence, disturbing images, language, sexuality and a drug-related scene",PG-13,Wide,120,5
141690115,We Bought a Zoo,We Bought a Zoo,2011,0,Dramatization,Based on Factual Book/Article,Live Action,Drama,English,for language and some thematic elements.,PG,Wide,119,5
31560115,Disturbia,Disturbia,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"on appeal for sequences of terror and violence, and some sensuality (originally R)",PG-13,Wide,118,5
54710115,Hotel for Dogs,Hotel for Dogs,2009,0,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,English,"or brief mild thematic elements, language and some crude humor",PG,Wide,118,5
83960115,"Nightmare on Elm Street, A (2010)",A Nightmare on Elm Street,2010,0,Fantasy,Remake,Live Action,Horror,English,"for strong bloody horror violence, disturbing images, terror and language",R,Wide,118,5
139980115,Water for Elephants,Water for Elephants,2010,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for moments of intense violence and sexual content.,PG-13,Wide,117,5
16480115,Bride Wars,Bride Wars,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for suggestive content, language and some rude behavior",PG,Wide,115,5
19910115,Cats and Dogs 2,Cats & Dogs: The Revenge of Kitty Galore,2010,1,Kids Fiction,Original Screenplay,Live Action,Comedy,English,for animal action and humor,PG,Wide,115,5
136860115,Abraham Lincoln Vampire Hunter,Abraham Lincoln: Vampire Hunter,2011,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Horror,English,for violence throughout and brief sexuality.,R,Wide,115,5
20550115,"Changeling, The (2008)",Changeling,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some violent and disturbing content, and language",R,Limited,114,5
102170115,Saw V,Saw V,2008,1,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for sequences of grisly bloody violence and torture, language and brief nudity",R,Wide,113,5
119040115,Tooth Fairy,The Tooth Fairy,2010,0,Fantasy,Original Screenplay,Live Action,Comedy,English,"For mild language, some rude humor and sports action",PG,Wide,113,5
96240115,Rambo,Rambo,2008,1,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,English,"for strong graphic bloody violence, sexual assaults, grisly images and language.",R,Wide,112,5
159130115,Django Unchained,Django Unchained,2011,0,Historical Fiction,Original Screenplay,Live Action,Western,English,"for strong graphic violence throughout, a vicious fight, language and some nudity.",R,Wide,111,5
28950115,Dear John,Dear John,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for some sensuality and violence,PG-13,Wide,111,5
141050115,Moneyball,Moneyball,2010,0,Dramatization,Based on Factual Book/Article,Live Action,Drama,English,for some strong language.,PG-13,Wide,111,5
142200115,Ghost Rider Spirit of Vengeance,Ghost Rider: Spirit of Vengeance,2010,1,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for intense sequences of action and violence, some disturbing images, and language.",PG-13,Wide,110,5
41740115,Fools Gold,Fool's Gold,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Adventure,English,"for action violence, some sexual material, brief nudity and language",PG-13,Wide,109,5
34230115,Earth (2008),earth,2009,0,Factual,Based on TV,Live Action,Documentary,English,General,G,Wide,109,5
24370115,Confessions of a Shopaholic,Confessions of a Shopaholic,2009,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,English,for some mild language and thematic elements,PG,Wide,108,5
91880115,Planet 51,Planet 51,2009,0,Science Fiction,Original Screenplay,Digital Animation,Adventure,English,For mild sci-fi action and some suggestive humor,PG,Wide,108,5
14600115,Body of Lies,Body of Lies,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for strong violence including some torture, and for language throughout.",R,Wide,108,5
72740115,Made of Honor,Made of Honor,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for sexual content and language,PG-13,Wide,107,5
119930115,Transporter 3,Transporter 3,2008,1,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for sequences of intense action and violence, some sexual content and drug material",PG-13,Wide,107,5
73760115,Man som hatar kvinnor,Män som hatar kvinnor,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for disturbing violent content including rape, grisly images, sexual material, nudity and Language",R,Wide,107,5
68590115,Life as We Know It,Life as We Know It,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,"for sexual material, language and some drug content",PG-13,Wide,106,5
96640115,"Reader, The",The Reader,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for some scenes of sexuality and nudity,R,Limited,106,5
95750115,Race to Witch Mountain,Race to Witch Mountain,2009,0,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,English,"for sequences of action and violence, frightening and dangerous situations, and some thematic elements",PG,Wide,105,5
42160115,Forgetting Sarah Marshall,Forgetting Sarah Marshall,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for sexual content, language and some graphic nudity.",R,Wide,105,5
142300115,Great Hope Springs,Hope Springs,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for mature thematic content involving sexuality.,PG-13,Wide,105,5
139180115,Hereafter,Hereafter,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for mature thematic elements including disturbing disaster and accident images, and for brief strong language.",PG-13,Expands Wide,105,5
131850115,Zombieland,Zombieland,2009,0,Fantasy,Original Screenplay,Live Action,Comedy,English,For zombie horror violence/gore and language,R,Wide,103,5
45510115,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,2009,0,Fantasy,Original Screenplay,Live Action,Romantic Comedy,English,"for sexual content throughout, some language and a drug reference",PG-13,Wide,103,5
80980115,My Bloody Valentine,My Bloody Valentine,2009,0,Contemporary Fiction,Remake,Live Action,Horror,English,"for graphic brutal horror violence and grisly images throughout, some strong sexuality, graphic nudity and language",R,Wide,103,5
126200115,"Water Horse: Legend of the Deep, The",The Water Horse: Legend of the Deep,2007,0,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,English,"for some action/peril, mild language and brief smoking",PG,Wide,103,5
71240115,Love and Other Drugs,Love and Other Drugs,2010,0,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,English,"for strong sexual content, nudity, pervasive language, and some drug material.",R,Wide,103,5
91420115,"Pineapple Express, The",The Pineapple Express,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for pervasive language, drug use, sexual references and violence",R,Wide,102,5
157320115,ParaNorman,ParaNorman,2011,0,Kids Fiction,Original Screenplay,Stop-Motion Animation,Comedy,English,"for scary action and images, thematic elements, some rude humor and language.",PG,Wide,102,5
166700115,Devil Inside The,The Devil Inside,2011,0,Fantasy,Original Screenplay,Live Action,Horror,English,"for disturbing violent content and grisly images, and for language including some sexual references.",R,Wide,102,5
158460115,Rivals,The Campaign,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude sexual content, language and brief nudity.",R,Wide,100,4
53450115,Hitman,Hitman,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for strong bloody violence, language and some sexuality/nudity",R,Wide,100,4
135020115,Paul,Paul,2010,0,Science Fiction,Original Screenplay,Live Action,Comedy,English,"for language including sexual references, and some drug use.",R,Wide,100,5
127690115,Where the Wild Things Are,Where the Wild Things Are,2009,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,English,"for mild thematic elements, some adventure action and brief language",PG,Wide,99,4
146930115,Justin Bieber Never Say Never,Justin Bieber: Never Say Never,2010,0,Factual,Based on Real Life Events,Live Action,Concert/Performance,English,General,G,Wide,99,4
118320115,"Time Travelers Wife, The",The Time Traveler's Wife,2009,0,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for thematic elements, brief disturbing images, nudity and sexuality",PG-13,Wide,99,4
139280115,Insidious (2010),Insidious,2010,0,Fantasy,Original Screenplay,Live Action,Horror,English,"for thematic material, violence, terror and frightening images, and brief strong language.",R,Wide,99,4
42860115,Fred Claus,Fred Claus,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for mild language and some rude humor,PG,Wide,98,4
147620115,Contraband,Contraband,2011,0,Contemporary Fiction,Remake,Live Action,Action,English,"for violence, pervasive language and brief drug use.",R,Wide,98,4
63640115,Kick-Ass,Kick-Ass,2010,0,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Black Comedy,English,"for strong brutal violence throughout, pervasive language, sexual content, nudity and some drug use - some involving children",R,Wide,98,4
48530115,Green Zone,Green Zone,2010,0,Historical Fiction,Based on Factual Book/Article,Live Action,Drama,English,for violence and language,R,Wide,98,4
86200115,Old Dogs,Old Dogs,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for some mild rude humor,PG,Wide,97,4
105570115,Shooter,Shooter,2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,for strong graphic violence and some language.,R,Wide,96,4
64050115,Killers,Killers,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for violent action, sexual material and language",PG-13,Wide,96,4
159040115,Artist The,The Artist,2011,0,Historical Fiction,Original Screenplay,Live Action,Drama,Silent,for a disturbing image and a crude gesture.,PG-13,Limited,96,4
138470115,Scream 4,Scream 4,2010,1,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for strong bloody violence, language and some teen drinking.",R,Wide,96,4
138450115,Rite The,The Rite,2010,0,Dramatization,Based on Factual Book/Article,Live Action,Horror,English,"for disturbing thematic material, violence, frightening images, and language including sexual references.",PG-13,Wide,96,4
115800115,Teenage Mutant Ninja Turtles (2007),TMNT,2007,0,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Action,English,"for animated action violence, some scary cartoon images and mild language",PG,Wide,95,4
71770115,"Lovely Bones, The",The Lovely Bones,2009,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,English,"for mature thematic material involving disturbing violent content and images, and some language",PG-13,Limited,95,4
84080115,Nims Island,Nim's Island,2008,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,English,for mild adventure action and brief language.,PG,Wide,94,4
103030115,Season of the Witch,Season of the Witch,2010,0,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,English,"for thematic elements, violence and disturbing content",PG-13,Wide,94,4
99740115,Role Models,Role Models,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content, strong language and nudity",R,Wide,93,4
76910115,Michael Clayton,Michael Clayton,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for language including some sexual dialogue,R,Expands Wide,93,4
109730115,Speed Racer,Speed Racer,2008,0,Science Fiction,Based on TV,Live Action,Action,English,"for sequences of action, some violence, language and brief smoking",PG,Wide,93,4
49440115,Gwoemul,Gwoemul,2007,0,Science Fiction,Original Screenplay,Live Action,Action,English,for creature violence and brief language,R,Limited,93,4
56470115,"I Love You, Man","I Love You, Man",2009,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for pervasive language, including crude and sexual references",R,Wide,92,4
43270115,Friday the 13th (2009),Friday the 13th,2009,1,Fantasy,Spin-Off,Live Action,Horror,English,"for strong bloody violence, some graphic sexual content, nudity, language and drug material",R,Wide,92,4
84560115,No Reservations,No Reservations,2007,0,Contemporary Fiction,Remake,Live Action,Romantic Comedy,English,for some sensuality and language,PG,Wide,92,4
82200115,Nanny McPhee and the Big Bang,Nanny McPhee and the Big Bang,2010,1,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,English,"for rude humor, some language and mild thematic elements",PG,Wide,92,4
72770115,Madea Goes To Jail (2009),Madea Goes To Jail,2009,0,Contemporary Fiction,Based on Play,Live Action,Comedy,English,"for thematic material, drug content, some violence and sexual situations",PG-13,Wide,91,4
45140115,Get Him to the Greek,Get Him to the Greek,2010,0,Contemporary Fiction,Spin-Off,Live Action,Comedy,English,"for strong sexual content and drug use throughout, and pervasive language",R,Wide,91,4
33150115,Drag Me To Hell,Drag Me To Hell,2009,0,Fantasy,Original Screenplay,Live Action,Horror,English,"for sequences of horror violence, terror, disturbing images and language",PG-13,Wide,91,4
111060115,State of Play,State of Play,2009,0,Contemporary Fiction,Based on TV,Live Action,Thriller/Suspense,English,"for some violence, language including sexual references, and brief drug content",PG-13,Wide,91,4
17810115,Burlesque,Burlesque,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for sexual content including several suggestive dance routines, partial nudity, language and some thematic material.",PG-13,Wide,90,4
139720115,Red Riding Hood,Red Riding Hood,2010,0,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Thriller/Suspense,English,"for violence and creature terror, and some sensuality.",PG-13,Wide,90,4
113060115,Suckerpunch,Sucker Punch,2011,0,Fantasy,Original Screenplay,Live Action,Action,English," For violence, language and some sexual content",R,Wide,90,4
115050115,"Tale of Despereaux, The",The Tale of Despereaux,2008,0,Kids Fiction,Based on Fiction Book/Short Story,Digital Animation,Adventure,English,General,G,Wide,89,4
81610115,My Sisters Keeper,My Sister's Keeper,2009,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for mature thematic content, some disturbing images, sensuality, language and brief teen drinking",PG-13,Wide,89,4
122660115,Underworld 3: Rise of the Lycans,Underworld 3: Rise of the Lycans,2009,1,Fantasy,Original Screenplay,Live Action,Action,English,for bloody violence and some sexuality,R,Wide,89,4
42600115,Fracture,Fracture,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for language and some violent content,R,Wide,89,4
66880115,"Last Song, The",The Last Song,2009,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"For thematic material, some violence, sensuality and mild language",PG,Wide,88,4
31100115,Dinner for Schmucks,Dinner for Schmucks,2010,0,Contemporary Fiction,Remake,Live Action,Comedy,English,"for sequences of crude and sexual content, some partial nudity and language",PG-13,Wide,87,4
136560115,Dolphin Tale,Dolphin Tale,2011,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for some mild thematic elements.,PG,Wide,87,4
64480115,"Kingdom, The",The Kingdom,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for intense sequences of graphic brutal violence, and for language",R,Wide,87,4
36180115,Epic Movie,Epic Movie,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual humor, language and some comic violence.",PG-13,Wide,87,4
140850115,Lincoln Lawyer The,The Lincoln Lawyer,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for some violence, sexual content and language.",R,Wide,86,4
75480115,Max Payne,Max Payne,2008,0,Contemporary Fiction,Based on Game,Live Action,Action,English,"for violence including intense shooting sequences, drug content, some sexuality and brief strong language",PG-13,Wide,86,4
78540115,"Mome, La",La Môme,2007,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for substance abuse, sexual content, brief nudity, language and thematic elements (extended edition)",PG-13,Limited,86,4
142930115,Impossible The,The Impossible,2011,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for intense realistic disaster sequences, including disturbing injury images and brief nudity.",PG-13,Limited,86,4
76030115,Meet the Spartans,Meet the Spartans,2008,0,Historical Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content thoughout, language and some comic violence",PG-13,Wide,85,4
140560115,Hall Pass,Hall Pass,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual humor throughout, language, some graphic nudity and drug use.",R,Wide,84,4
137280115,Big Mommas Like Father Like Son,"Big Mommas: Like Father, Like Son",2010,1,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for some sexual humor and brief violence.,PG-13,Wide,84,4
74700115,Marmaduke,Marmaduke,2010,0,Kids Fiction,Based on Comic/Graphic Novel,Live Action,Comedy,English,for some rude humor and language,PG,Wide,84,4
93740115,Priest (2010),Priest in 3D,2010,0,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,English,"for intense sequences of violence and action, disturbing images and brief strong language.",PG-13,Wide,84,4
131810115,Zodiac,Zodiac,2007,0,Dramatization,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for some strong killings, language, drug material and brief sexual images.",R,Wide,83,4
141180115,Piranha 3D,Piranha 3D,2010,0,Science Fiction,Remake,Live Action,Horror,English,"for sequences of strong bloody horror violence and gore, graphic nudity, sexual content, language and some drug use.",R,Wide,83,4
85810115,Oceans,Oceans,2010,0,Factual,Based on Real Life Events,Live Action,Documentary,English,General,G,Limited,83,4
136240115,Abduction,Abduction,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for sequences of intense violence and action, brief language, some sexual content and teen partying.",PG-13,Wide,82,4
112440115,"Strangers, The",The Strangers,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for violence/terror and language,R,Wide,81,4
93430115,Premonition,Premonition,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some violent content, disturbing images, thematic material and brief language",PG-13,Wide,81,4
34700115,Edge of Darkness,Edge of Darkness,2010,0,Contemporary Fiction,Based on TV,Live Action,Drama,English,For strong bloody violence and language,R,Wide,81,4
34070115,Duplicity,Duplicity,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for language and some sexual content,PG-13,Wide,81,4
135800115,Vampires Suck,Vampires Suck,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude sexual content, comic violence, language and teen partying",PG-13,Wide,81,4
50280115,Hannibal Rising,Hannibal Rising,2007,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,for strong grisly violent content and some language/sexual references.,R,Wide,81,4
176970115,Possession The (2011),The Possession,2011,0,Fantasy,Original Screenplay,Live Action,Horror,English,for mature thematic material involving violence and disturbing sequences.,PG-13,Wide,80,4
960115,30 Days of Night,30 Days of Night,2007,0,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,English,for strong horror violence and language,R,Wide,80,4
30840115,Did You Hear About the Morgans,Did You Hear About the Morgans?,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,For some sexual references and momentary violence,PG-13,Wide,80,4
26960115,D-War,D-War,2007,0,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,English,for intense sequences of violence and creature action.,PG-13,Wide,80,4
87770115,"Orfanato, El",El orfanato,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,for some disturbing content,R,Expands Wide,80,4
149040115,Project X (2011),Project X,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content throughout, nudity, drugs, drinking, pervasive language, reckless behavior and mayhem - all involving teens.",R,Wide,79,4
68220115,Letters to Juliet,Letters to Juliet,2010,0,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,English,"for brief rude behavior and sensual images, some language and incidental smoking",PG,Wide,79,4
84000115,Nights in Rodanthe,Nights in Rodanthe,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for some sensuality.,PG-13,Wide,79,4
160310115,J Edgar,J. Edgar,2011,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for brief strong language.,R,Limited,79,4
54580115,Hot Fuzz,Hot Fuzz,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for violent content including some graphic images, and language.",R,Wide,79,4
135050115,Skyline,Skyline,2010,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for sequences of intense sci-fi action and violence, some language, and brief sexual content.",PG-13,Wide,79,4
49790115,Halloween (2007),Halloween,2007,1,Fantasy,Original Screenplay,Live Action,Horror,English,"for strong brutal bloody violence and terror throughout, sexual content, graphic nudity and language",R,Wide,78,4
98750115,Righteous Kill,Righteous Kill,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for violence, pervasive language, some sexuality and brief drug use",R,Wide,78,4
87840115,Orphan,Orphan,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"For disturbing violent content, some sexuality and language",R,Wide,78,4
